Type,Amount,Customer ID,Recipient ID,Is Fraud
CASH_OUT,365510.05,11299327689,3564160838,0
CASH_OUT,202332.08,11408279755,3453211571,0
CASH_OUT,55105.9,12007486296,3932583850,0
CASH_OUT,171508.59,11033348658,31971489295,0
CASH_OUT,178439.26,11634723627,32083562754,0
CASH_OUT,88834.86,1938463537,3985934102,0
CASH_OUT,210370.09,12121995675,31170794006,0
CASH_OUT,36437.06,12120063568,31740000325,0
CASH_OUT,82691.56,11620409359,3248609774,0
CASH_OUT,338767.1,1691691381,3453211571,0
CASH_OUT,187728.59,1264978436,31360767589,0
CASH_OUT,271002.7,1500618423,3451111351,0
CASH_OUT,323105.08,11458091526,3747464370,0
CASH_OUT,10782.94,1768776793,3796533847,0
CASH_OUT,89962.11,12018260103,3240650537,0
CASH_OUT,101940.14,11393828949,3357863579,0
CASH_OUT,163100.34,11088417975,3401424608,0
CASH_OUT,136030.66,12036775591,3757108857,0
CASH_OUT,68912.23,11620529408,31688019098,0
CASH_OUT,73464.06,1307488715,31789550256,0
CASH_OUT,106117.28,1758572926,3476402209,0
CASH_OUT,503333.79,11640612861,3985934102,0
CASH_OUT,71991.42,1990679445,3557041912,0
CASH_OUT,91379.93,1913065088,3401424608,0
CASH_OUT,26759.05,1746280996,31360767589,0
CASH_OUT,128487.35,150503805,3747464370,0
CASH_OUT,252908.87,11557989809,333524623,0
CASH_OUT,64489.64,1146874094,31297685781,0
CASH_OUT,171369.73,12123222442,3451111351,0
PAYMENT,4493.29,11746570062,21555990397,0
PAYMENT,12121.5,11544078442,21291367132,0
PAYMENT,2278.19,11887699190,21479140596,0
PAYMENT,7707.44,11108889615,21275028674,0
PAYMENT,4013.02,1455888635,2204805934,0
PAYMENT,5775.15,1204322447,21019484860,0
PAYMENT,4843.93,11164365897,21640899500,0
PAYMENT,2397.82,13565780,2473666452,0
PAYMENT,4391.44,11865219266,22138005960,0
DEBIT,4497.87,11278002745,3510113906,0
PAYMENT,7452.89,1214649627,267730604,0
PAYMENT,3930.81,115477956,2710623214,0
CASH_OUT,71532.24,12082351661,31810132623,0
CASH_OUT,61159.51,1859690270,3476402209,0
CASH_OUT,12401.9,11389774257,31096283470,0
CASH_OUT,32702.61,1553759818,375457651,0
PAYMENT,6926.67,1751021317,21896552614,0
PAYMENT,893.57,1294658299,21033856359,0
TRANSFER,480222.51,1201677908,3451111351,0
PAYMENT,3608.41,1635611994,2904253669,0
PAYMENT,5946.79,11930903395,21431710377,0
PAYMENT,6099.96,11700721442,22116511124,0
PAYMENT,372.34,1872522004,21348916831,0
PAYMENT,4635.18,11110698130,2125644421,0
PAYMENT,1267.97,11053632127,21493158871,0
PAYMENT,6911.99,189509666,21806880779,0
PAYMENT,1795.67,11016856028,2446445803,0
PAYMENT,3199.06,1832292933,21280603381,0
PAYMENT,10265.17,1792855998,21424108509,0
PAYMENT,9029.12,11003755748,21414013111,0
PAYMENT,7600.57,11805164661,2778162712,0
PAYMENT,2057.71,1896138248,2548482954,0
PAYMENT,3823.08,1243575009,2777341499,0
TRANSFER,2806,11420196421,3972765878,1
CASH_OUT,2806,12101527076,31007251739,1
PAYMENT,6737.2,11454026445,21378497201,0
PAYMENT,9161.98,1892931811,21577167234,0
PAYMENT,1239.06,11574873161,21591916281,0
PAYMENT,365,1600958416,21884231057,0
PAYMENT,5237.54,11492875057,2333793193,0
PAYMENT,2618.76,11068945248,2937277082,0
PAYMENT,339.82,1882646447,2234740890,0
DEBIT,1393.46,179290250,31076835071,0
PAYMENT,2731.37,11586151649,2179294202,0
PAYMENT,8364.73,11767230265,2593103894,0
PAYMENT,6598.71,1727666004,21601935322,0
PAYMENT,4304.58,1414225167,21803093683,0
PAYMENT,2867.14,1975033189,2962287291,0
PAYMENT,2946.38,1628064884,2109069556,0
PAYMENT,507.12,11389509050,2828326869,0
PAYMENT,3020.86,11761217448,21817789863,0
PAYMENT,8948.03,1788905599,21678709153,0
CASH_OUT,280877.92,11544614339,31297685781,0
PAYMENT,1084.9,12059592603,22016828666,0
PAYMENT,9456.69,11688782916,21064154107,0
PAYMENT,5812.36,11390301622,2415565467,0
TRANSFER,157883.07,1973936431,31335050193,0
PAYMENT,2734.77,11756207614,21214133948,0
CASH_OUT,102153.86,12015301874,31335050193,0
PAYMENT,584.52,1712627377,2782228073,0
PAYMENT,6113.14,1399373008,2391506011,0
CASH_OUT,369989.2,11936550492,31789550256,0
CASH_OUT,215338.28,1594651850,375457651,0
CASH_OUT,65521.42,11532139270,3920011586,0
CASH_OUT,116977.58,11677568775,31740000325,0
CASH_OUT,262392.36,12069500590,32083562754,0
CASH_OUT,51121.05,11431556341,31740000325,0
CASH_OUT,202624.59,1452364286,3985934102,0
CASH_OUT,118235.16,1350069300,31335050193,0
CASH_OUT,118056.71,11060703587,3757108857,0
CASH_OUT,498960.91,11957078537,31360767589,0
CASH_OUT,691738.36,11514214932,31590550415,0
CASH_OUT,58820.08,1594858858,31360767589,0
PAYMENT,4419.04,11423016050,2352776719,0
PAYMENT,4270.02,11202042637,21112527632,0
PAYMENT,3007.83,1440736059,2955324150,0
PAYMENT,1824.59,11384563514,21852661033,0
PAYMENT,993.46,11548946718,21814423236,0
CASH_OUT,302693.14,1140404585,31688019098,0
PAYMENT,1445.06,1207546206,21218519094,0
PAYMENT,4059.25,1200404000,21894758168,0
PAYMENT,3417.18,1191945292,21242688388,0
DEBIT,3428.95,11317375498,3665576141,0
PAYMENT,5580.98,11130346421,21316005672,0
DEBIT,3455.85,1192428201,3401424608,0
PAYMENT,7265.63,11768882706,21463022229,0
PAYMENT,3852.64,1472991420,21455855843,0
PAYMENT,7870.29,11202220987,2256346753,0
DEBIT,12872.92,1425015667,3466505482,0
PAYMENT,6675.34,12075568954,22145896000,0
CASH_OUT,410201.89,11279740095,31750905143,0
PAYMENT,13310.78,12095677157,2852026681,0
PAYMENT,664.35,11943855334,294919826,0
PAYMENT,2130.3,1847320212,21201004240,0
PAYMENT,7771.4,11406848276,2349259569,0
PAYMENT,36349.35,1785306763,21204088028,0
PAYMENT,749.34,11123236701,21552221437,0
PAYMENT,2340.34,179161706,21685407532,0
PAYMENT,9686.85,11057468716,21272051933,0
PAYMENT,15785.85,11888924788,21041547629,0
PAYMENT,9006.78,11016633682,22018220300,0
PAYMENT,9014.95,11027319653,2633079302,0
PAYMENT,14420.66,11561745898,22033268925,0
PAYMENT,4802.31,1424786033,21545077099,0
PAYMENT,28527.44,1867093003,21135278099,0
PAYMENT,4182.93,11470911015,21268974304,0
PAYMENT,4088.21,1244872973,2451312813,0
PAYMENT,8491.9,1795748540,22081000371,0
DEBIT,6666.78,1837073696,3655381473,0
PAYMENT,6536.86,1416201381,21178290888,0
CASH_OUT,40684.97,11985938863,31291286504,0
PAYMENT,1553.21,11660325375,2251664534,0
DEBIT,7344.92,1334593716,3485041780,0
CASH_OUT,106267.21,1487416600,3476800120,0
PAYMENT,5491.5,11271041075,21141500277,0
PAYMENT,3666.42,11544895390,2712410791,0
PAYMENT,5507.18,11971991758,22126723403,0
DEBIT,4565.14,1201274566,3747464370,0
PAYMENT,11348.71,1354605216,2824881806,0
TRANSFER,123179.97,11447353473,320671747,0
PAYMENT,7073.6,1611289995,2663466110,0
PAYMENT,2803.83,11129433283,2864138492,0
PAYMENT,106.81,11810518740,2295180183,0
PAYMENT,6297.71,11547883191,21650113431,0
PAYMENT,2610.01,11528769018,2183155105,0
PAYMENT,5320.1,11089930529,22001115307,0
PAYMENT,1460.63,11429483328,2172794870,0
TRANSFER,522264.81,11927963027,31234776885,0
DEBIT,3584.21,1833240229,31330106945,0
PAYMENT,3704.97,11167088639,2707531688,0
PAYMENT,2773.61,1191568263,21799635803,0
PAYMENT,3896.42,1751608431,21723290893,0
PAYMENT,18781.84,1893640573,22085886997,0
PAYMENT,6660.33,1893523498,21770070706,0
TRANSFER,26923.42,11108517064,31983747920,0
TRANSFER,53783.57,1511354923,31899073220,0
TRANSFER,80333.28,1992743048,31749186397,0
TRANSFER,211075.91,11540894701,3564160838,0
TRANSFER,100677.86,1203149502,31531333864,0
TRANSFER,473499.51,11198197478,3453211571,0
TRANSFER,1538200.39,1476579021,31590550415,0
TRANSFER,2421578.09,1106297322,31590550415,0
TRANSFER,1349670.68,11419332030,3665576141,0
TRANSFER,314403.14,11262110193,31789550256,0
TRANSFER,1457213.54,1396918327,31590550415,0
TRANSFER,180368.84,11055601039,31359044626,0
TRANSFER,445038.71,1547441493,31531333864,0
TRANSFER,1123206.66,1967677821,3451111351,0
DEBIT,996,11839206329,3998351292,0
TRANSFER,176334.26,1169880779,31286084959,0
TRANSFER,161217.61,1552674617,3909295153,0
TRANSFER,108443.61,11974622245,3240650537,0
TRANSFER,75442.68,1402808045,31318822808,0
TRANSFER,55536.86,1332365138,3392292416,0
TRANSFER,438437.09,1977160959,3248609774,0
TRANSFER,928722.69,11563053805,3985934102,0
TRANSFER,1478772.04,11464177809,31170794006,0
TRANSFER,2545478.01,11057507014,31590550415,0
TRANSFER,2061082.82,12007599722,31590550415,0
TRANSFER,983479.66,12029780820,31170794006,0
TRANSFER,635507.97,165080774,3747464370,0
TRANSFER,848231.57,12116179210,31170794006,0
TRANSFER,739112.93,11172535934,3564160838,0
TRANSFER,324397.94,11648700617,3932583850,0
TRANSFER,982862.81,11765900922,3985934102,0
TRANSFER,955855,194830685,3248609774,0
TRANSFER,179253.24,11539947037,31870252780,0
PAYMENT,5446.88,1270661321,21964434661,0
PAYMENT,648.64,11217312754,21585571244,0
PAYMENT,8494.71,11099552523,266724371,0
CASH_OUT,373068.26,11047934137,31286084959,0
CASH_IN,143236.26,11862994526,31688019098,0
CASH_IN,228451.89,11614133563,32083562754,0
CASH_IN,35902.49,1839771540,32001112025,0
CASH_IN,232953.64,11037163664,333524623,0
CASH_IN,65912.95,1180316302,31330106945,0
CASH_IN,193492.68,11200546947,31531333864,0
CASH_IN,60836.64,1443713699,3488044861,0
CASH_IN,62325.15,1695530017,3564160838,0
CASH_IN,349640.51,11493042329,3909295153,0
CASH_IN,135324.19,11751403001,3453211571,0
CASH_IN,380015.14,11717433286,3401424608,0
CASH_IN,418688.27,11756819670,3401424608,0
CASH_IN,311023.52,11078262677,3766572210,0
CASH_IN,151862.38,1178604517,3920011586,0
CASH_IN,228710.05,157624756,31297685781,0
CASH_IN,220431.09,11543518287,3451111351,0
CASH_IN,182861.45,1998242313,3485041780,0
CASH_IN,231881.5,1464872674,31509514333,0
CASH_IN,38071.17,11659286984,3601893033,0
CASH_IN,87117.29,11064905627,375457651,0
CASH_IN,114271.72,12072130509,3985934102,0
CASH_IN,73199.1,11260440107,31749186397,0
CASH_IN,764772.98,1482307698,3985934102,0
CASH_IN,106847.36,11793899405,3575335780,0
CASH_IN,6287.28,11765702,31651855867,0
CASH_IN,24936.34,11302725372,3660143728,0
CASH_IN,55837.16,1713898436,3100555887,0
CASH_IN,63255.29,1632475595,31100439041,0
CASH_IN,104605.78,11920305914,3357863579,0
CASH_IN,154160.82,1263833514,3503195940,0
CASH_IN,257348.03,11278839936,3985934102,0
CASH_IN,201073.81,12143739483,3401424608,0
CASH_IN,53560.68,1565881091,31761291320,0
CASH_IN,334234.39,11618984457,31870252780,0
CASH_IN,227335.16,11621254922,3564160838,0
CASH_IN,134426.08,1702500163,3575335780,0
CASH_IN,2643.45,11574509514,3215145189,0
CASH_IN,134977.11,11087072654,31750905143,0
CASH_IN,25090.03,1864221358,31282788025,0
CASH_IN,147388.67,11617174216,3824009085,0
CASH_IN,217615.09,11979080261,3392292416,0
CASH_IN,355294.5,11860886124,3747464370,0
CASH_IN,12336.48,11250499735,3990398217,0
CASH_IN,349505.89,1173791568,31590550415,0
CASH_IN,285185.34,11293462056,31335050193,0
CASH_IN,132953.45,11966670937,31359044626,0
CASH_IN,214851.41,12002174925,333524623,0
CASH_IN,54988.56,1588449070,311003494,0
CASH_IN,62871.06,1735228558,3716157500,0
CASH_IN,61150.85,1376725601,31360767589,0
CASH_IN,131409.27,11476235721,31068824137,0
CASH_IN,10844.33,11828508781,32083117811,0
PAYMENT,2054.84,11376017854,21732663543,0
CASH_IN,313373.56,11552870927,3985934102,0
CASH_IN,13289.87,11448805967,31225616405,0
CASH_IN,27070.11,1641882263,31568059495,0
CASH_IN,127954.7,11930837320,3564160838,0
CASH_IN,197031.04,11489193907,31297685781,0
CASH_IN,144366.64,11453606810,3985934102,0
CASH_IN,7965.49,11645624121,3195600860,0
CASH_IN,123103.74,1547923534,3736709391,0
CASH_IN,106634.77,11660223291,31170794006,0
CASH_IN,74933.22,1379124840,31023714065,0
CASH_IN,120234.99,11157943921,3977993101,0
CASH_IN,5763.99,1544966217,31870252780,0
CASH_IN,156922.36,11706272858,3665576141,0
CASH_IN,162665.98,1882471736,31096283470,0
CASH_IN,110226.34,11475192960,31816757085,0
CASH_IN,142577.44,1727197178,31100439041,0
CASH_IN,6915.38,11406253491,385777802,0
CASH_IN,157108.01,1749604930,3985934102,0
CASH_IN,223555.14,1373097727,3564160838,0
CASH_IN,146331.12,12082509879,31531333864,0
CASH_IN,141131.23,1576894497,3985934102,0
CASH_IN,222711.47,12123533871,31590550415,0
CASH_IN,84980.31,116148478,31335050193,0
CASH_IN,628719.07,12022689531,31359044626,0
CASH_IN,79285.8,11340848245,31170794006,0
CASH_IN,57809.81,1635610193,31454031203,0
CASH_IN,75043.17,1379121284,31511785794,0
CASH_IN,248196.92,1281421502,31297685781,0
CASH_IN,18851.44,150072771,3215145189,0
CASH_IN,403418.39,1848097505,31286084959,0
CASH_IN,235564.81,11672598778,3451111351,0
CASH_IN,32325.24,11122233828,31068824137,0
CASH_IN,345347.7,1538667887,3240650537,0
CASH_IN,355500.25,11967496309,3766572210,0
CASH_IN,103005.78,1406749219,3716157500,0
CASH_IN,108803.98,11173340685,3766572210,0
CASH_IN,259753.27,11045731788,31209271652,0
CASH_IN,234094.24,11739267143,3985934102,0
CASH_IN,273305.73,1192456457,31023714065,0
CASH_IN,186838.95,1817689537,3736709391,0
CASH_IN,193161.04,1708613859,3451111351,0
CASH_IN,152823.85,1365625031,31789550256,0
CASH_IN,91457.82,11531200408,31509514333,0
CASH_IN,277807.48,1212963786,31531333864,0
CASH_IN,8679.13,11123321137,3575335780,0
CASH_IN,2099.59,1685934,31854778591,0
CASH_IN,221693.08,12032909428,31531333864,0
CASH_IN,206097.65,12031377754,3564160838,0
CASH_IN,22384.21,1523211332,3459857341,0
CASH_IN,73210.99,11280124872,31435804085,0
CASH_IN,236747.6,11747053097,3757108857,0
CASH_IN,6284.18,1864326906,31749186397,0
CASH_IN,100198.77,11348115836,31750905143,0
CASH_IN,160347.32,11972143064,333524623,0
CASH_IN,289272.75,1312168418,375457651,0
CASH_IN,63189.26,195369743,31860513229,0
CASH_IN,196725.32,126928827,3451111351,0
PAYMENT,5882.32,1278476563,21479909053,0
DEBIT,625.92,1615954678,3811587677,0
PAYMENT,5937.72,11926180325,2733461760,0
PAYMENT,9796.29,11594039997,21323531427,0
PAYMENT,13449.95,11170788511,21400973979,0
PAYMENT,4749.6,1347091104,21105416433,0
PAYMENT,6460.86,11110195322,2404947798,0
PAYMENT,3605.26,1226690498,21455204443,0
PAYMENT,624.61,11976602906,21978209605,0
PAYMENT,3854.92,11624351535,21394356510,0
TRANSFER,420532.33,1582300198,31971489295,0
PAYMENT,4402.86,1533415944,21919834117,0
CASH_OUT,147804.02,11086849943,31182461167,0
PAYMENT,151.2,11265053098,2246003654,0
PAYMENT,58.21,1235370598,2248710794,0
PAYMENT,5936.82,12083217543,21073741635,0
CASH_OUT,145944.67,1177104018,31123629720,0
TRANSFER,7206.33,1478139423,31032986144,0
DEBIT,5581.55,1997695567,31282788025,0
DEBIT,5853.21,12066892165,3662736689,0
PAYMENT,2528.1,148305285,21625090026,0
PAYMENT,5655.17,11714378342,2265824587,0
PAYMENT,1456.09,193798665,241092582,0
PAYMENT,4252.82,1519303080,21345265484,0
TRANSFER,276460.62,11871680329,31360767589,0
PAYMENT,8811.67,11976166251,21950800085,0
PAYMENT,12666.68,11547398254,21337829755,0
CASH_OUT,95636.49,11979055448,31740000325,0
CASH_OUT,195314.34,1934740803,32083562754,0
PAYMENT,6049.09,1812143047,2314364096,0
PAYMENT,14306.8,11215951090,21205559205,0
PAYMENT,1117.34,1894421232,21098986569,0
DEBIT,3179.7,11182311147,31540270363,0
PAYMENT,2880.68,11531182070,2276869158,0
PAYMENT,3060.54,11491860739,21527214863,0
PAYMENT,879.42,1534753234,2172699023,0
PAYMENT,3486.78,1231725600,21831882653,0
PAYMENT,21530.96,1259251414,21552400354,0
PAYMENT,2426.31,1803893384,21078566479,0
PAYMENT,5110.1,11372422140,2819245704,0
PAYMENT,207.75,11288108586,21089584667,0
PAYMENT,18437.04,12054757222,21865201235,0
PAYMENT,8690.69,1348132918,21493988307,0
PAYMENT,4946.03,11805443519,21636322481,0
PAYMENT,5432.09,11978504976,21338368149,0
PAYMENT,7649.41,11129869771,21620459733,0
PAYMENT,3943.17,12044337856,2435914790,0
PAYMENT,3101.33,1422409467,21273958371,0
TRANSFER,51719.13,11659515968,31629911510,0
PAYMENT,13465.91,1664091267,21433208870,0
PAYMENT,19561.05,11724814719,21437988306,0
PAYMENT,9762.28,11543146693,21718322084,0
PAYMENT,9778.81,11956415355,2251520863,0
CASH_OUT,562903.81,124039137,333524623,0
PAYMENT,5055.94,1992086987,2731243659,0
PAYMENT,2858.89,11244867001,21037955032,0
PAYMENT,8531.42,1369805307,2314562573,0
PAYMENT,84.22,11100109058,2333693383,0
CASH_OUT,227478.01,11394010463,31590550415,0
PAYMENT,5033.02,11057307776,21819038759,0
TRANSFER,100588.8,11636588948,32050019814,0
PAYMENT,9374.72,195685867,2331596257,0
PAYMENT,598.24,1494953170,2509864971,0
PAYMENT,4531.55,1999647352,2911501858,0
PAYMENT,2998.2,1677120200,2694069884,0
PAYMENT,9269.99,1957923719,2747158012,0
PAYMENT,1209.64,11692073709,2948675904,0
PAYMENT,1298.7,11197498159,2785271142,0
PAYMENT,7797,1500230084,22023026843,0
PAYMENT,5831.03,11028145537,21628551735,0
PAYMENT,7067.9,12078641942,2606775513,0
PAYMENT,14895.51,11527882132,2935160003,0
PAYMENT,3316.21,11626852381,2300604602,0
PAYMENT,22276,11193398802,2453398853,0
PAYMENT,16505.51,11171255580,234073107,0
PAYMENT,636.95,11275009283,21658512704,0
PAYMENT,2056.59,11478995734,21699578227,0
PAYMENT,704.74,11456061400,21661777060,0
PAYMENT,3222.32,1104261836,2259630944,0
PAYMENT,11889.61,1351656492,2316335490,0
PAYMENT,9491.89,1597364637,21637613097,0
PAYMENT,6131.21,11527086220,2515273883,0
